x,vx
1.069212730637509,-0.039298150674456134
-1.0298459473712505,0.3409938864879454
0.8535178917426962,0.5248909538156235
0.28011787595003373,1.2652779514348378
0.06880365745748399,1.1286664959190928
-0.04237362362255935,0.8148265987506773
-0.17312936036820503,0.3696850817298647
-0.29251003121518243,-0.20436775438965465
-0.44814364242221233,-0.6722739344268269
-0.11253689487078805,0.8391968815946905
-0.313266148203144,0.45000088005224187
-0.5072269249536504,0.09186529118584069
-0.7896660879648956,-0.26789913102826746
-1.4582601370447101,-0.2117229274191727
-1.1304917107117063,-0.8108464596811298
-1.0949717016790708,0.9410902629794371
-1.4820886585991178,0.5955062538440288
-1.3853662204846209,3.619409270774699
-1.2379166272074982,0.3423543120861248
-0.14238169406503406,4.860249283490289
1.0692486340232241,-0.03860172944851163
-1.0357320424270209,0.32372661208947956
0.8625236803713908,0.5041112830128619
0.316025964990654,1.2524936566067657
0.08074137834815749,1.147598212562489
-0.03438521088178435,0.8621571838330787
-0.16129219744481393,0.45372935811119114
-0.27119848665296437,-0.08834879598170935
-0.4085384338729747,-0.5544007766031647
-0.7305157469126163,-1.0534546093366381
-0.0495737194710754,0.9238819011317357
-0.2614640437677468,0.5819125595149455
-0.4458512352679479,0.23623622076049025
-0.6916729539321975,-0.15766979093738706
-1.1285253865127245,-0.3807514599013446
-0.36022195613243974,0.15163123292646802
-1.3175050421780055,0.8308300976484848
-0.9578565698469321,0.28595320865579477
-1.7732925659814565,-0.5823738906472863
2.0509576543420875,-0.2098682116175015
-2.9042675260165023,0.11862373187941166
-1.3039044892424239,0.5601130474106982
-1.31643201606153,0.28343474674239616
1.0692837488608178,-0.03790770843427353
-1.041321206844009,0.30684887287674667
0.8713173321319805,0.483532066044611
0.35309531717004233,1.2349273804482404
0.09412079280767724,1.1642755170202763
-0.026317873220627785,0.9069855398594945
-0.15014620786052063,0.5348347958245558
-0.25196953631346025,0.025857073976549627
-0.37505095051923754,-0.4334227589801911
-0.6216405834993974,-0.9445406233480511
0.03554447760459783,0.9903262975792071
-0.20804825664996462,0.7075685984473524
-0.38947422839083096,0.38364566373941944
-0.6102634305456215,-0.02631560021031834
-0.9253043155168253,-0.3522743216394555
-1.5360810810872896,0.1612503592206795
-1.0011841137142412,-0.7625793174983426
-1.3560508231942523,0.696460759423136
1.06931807993705,-0.03721607334668559
-1.0466235308475917,0.2903704807180414
0.8798976233036538,0.46317861249123987
0.3905751536049615,1.2122607574459205
0.1093389001400388,1.178565670735547
-0.018071605157005798,0.9491939151192003
-0.13960271074033875,0.6127574955487276
-0.23450160501412112,0.13773554560591722
-0.3462093939883947,-0.31052129849992477
-0.5493324443931248,-0.8147868491258579
0.20866104442139918,0.995308926327284
-0.14945727634131986,0.8237961806354258
-0.335688497413125,0.5300792840743834
-0.5401022956226845,0.11935882153279344
-0.7852664641768021,-0.25337986323863604
-1.144462556283481,-0.3754863668522873
-1.5130911464279033,-0.5062981114522349
-2.629760166465367,-0.561688949385549
1.3417214982615393,0.2827792308444137
-1.4503792266017663,0.1996257716349122
-1.07041832662886,0.22008396446020503
1.0693516259945433,-0.03652681068193437
-1.051648599045667,0.27429925389122745
0.888262827126908,0.4430748929582179
0.42787274688437393,1.1844059094167168
0.12689531602488066,1.190281178756093
-0.009521495716399682,0.9886670808637663
-0.12957579468642644,0.6872606242968848
-0.2185369028714308,0.24677298261995265
-0.32102840626470425,-0.18673956234593916
-0.4947791984448315,-0.6767649516948558
-0.8420725183166579,-1.1348490830502551
-0.07897202804043936,0.9262355479272067
-0.2820006780088693,0.6718382545288669
-0.4775443952690766,0.2734352608035551
-0.679930146892954,-0.11621406015421959
-0.9242313683230942,-0.3380186877082994
-1.3594410499722902,-0.3490447427657796
1.0693844048608663,-0.03583990474496394
-1.0564055222141933,0.2586409179966571
0.8964112260462304,0.42324264098665515
-0.5067839354121964,1.177268408116204
0.4645673188158653,1.1514954564397488
0.14740155321921153,1.1991498372969789
-0.0005074269742256586,1.0252907707693522
-0.11997888168732149,0.7581148797102574
-0.20386253969601534,0.3524621912041255
-0.2988125299659549,-0.06305869631198613
-0.4511852525851085,-0.5342353303190469
-0.6819336808715636,-1.0222159413819845
0.02190621284710111,1.0039566522566046
-0.22516169933512667,0.8052668336601986
-0.4197289952834357,0.4304749894152958
-0.5952663494596289,0.04359394012975406
-0.7860102507925263,-0.22177684321699678
-1.0704665346336184,-0.38232193060642194
-1.246028682703961,-0.237181873020879
-0.9065191456996002,-0.5461684174737752
-1.0773559006562536,0.11868779642905652
1.06941642394713,-0.03515534128416313
-1.0609029975250948,0.24339899177744287
0.9043406982052671,0.40370196124797064
-0.606848862888427,1.117815833361059
0.5003833492285246,1.1138515172396963
0.17156268971724245,1.2047710043642108
0.009181170788181151,1.0589491601284136
-0.1107204057434905,0.8251002101398419
-0.1902972331852875,0.45430639031720566
-0.2790504283206143,0.05957434180764009
-0.4151677769699674,-0.3891773086105199
-0.5933834385342955,-0.867584011017585
-0.9336310390393143,-1.0860174270276886
-0.1596850459095786,0.926136563785485
-0.3639840953875505,0.5853887499491364
-0.5233761048323282,0.215777522539151
-0.6849006365909932,-0.06806404348150664
-0.9077736035751547,-0.304939107241651
-1.3192822136155196,-0.3747319937343783
-0.42213613598711913,0.42680939399030265
-0.3389294200669225,0.2787732962592568
-0.5607187358861397,0.6141095032129492
-0.2930621184071204,0.9048711852427794
-0.0653584017047996,0.3276563982152765
-0.44728752308710146,0.11117536735424452
0.21148538260366206,-0.07965659964309248
-1.476783314205487,-0.28309087500845814
-0.031650979789866376,0.33417574867081884
0.6144420927654028,0.6339102938250933
1.0694476906158132,-0.03447310617571952
